at-nn1-np1_nn1@	7080
np1-y-vvg	84698
y-vvg-np1	9842
vvg-np1-y	5085
np1-y-md	3357
vvz-ii-np1	16229
ii-np1-at	9790
np1-at-jj	7831
at-jj-ge	3118
jj-ge-nn2	1835
ge-nn2-y	49232
nn2-y-vvn	21478
y-vvn-ii	106813
at-md-nn1	181393
md-nn1-io	47959
io-at-md	46795
at-md-nnt1	115255
nn1-vvn-ii	127148
io-nn1-nn1	87044
nn1-vvg_nn1-ii	19740
vvg_nn1-ii-at	24540
nn2-ii-nn1	142870
vv0_nn1-y-nn1	5946
rr-at-nn2	29723
at-nn2-ii	213323
at-nn1-vbr	17994
nn1-vbr-vvg	4348
vbr-vvg-y	5303
vvg-y-rr	4727
y-rr-at	22343
rr-at-jj	45860
jj-nn1-vvg	48499
nn1-vvg-ii	52419
np1-ii-np1	39814
ii-np1-vbz	8467
np1-vbz-vvg	12684
vbz-vvg-at1	8177
vvg-at1-jj	69857
at-nn1-pnqs	43540
nn1-pnqs-vbdz	12979
pnqs-vbdz-vvg	9650
vbdz-vvg-ii	48911
y-vvg-to	28576
vvg-to-vvi	130250
csw31-csw32-csw33	4786
to-vvi-rp@	25792
ii-np1-ii	66048
np1-np1-nn1	90122
nn1-nn1-ii	207346
nn2-y-vv0	31829
at-jj-jj	184911
jj-jj-nn1	426700
nn1-io-nn1_jj	33687
vv0-rp_ii-at	5533
rp_ii-at-jj	1126
jj-nn1-nn2	161802
nn1-nn2-cc	80253
nn1-y-cs_rrq	83562
y-cs_rrq-at	46687
cs_rrq-at-nn2	16698
at-nn2-if	26017
nn2-if-np1	4772
if-np1-cc	5173
np1-cc-np1	169688
cc-np1-vv0	7262
vvg_ii@-at-nn1	1721
at-nn1-ii@_rp	1989
nn1-ii@_rp-at	5939
ii@_rp-at-jj	2039
np1-y-ii	99397
y-ii-at	368431
io-nn1-cc	210193
cc-nn1-y	197553
y-vv0-ii_rp@	4546
vv0-ii_rp@-at1	9043
jj-nn1-if	139026
nn1-if-rg	2582
rg-db-at1	1874
db-at1-nnt1	7610
at1-nnt1-ii	21254
nnt1-ii-at	37823
cs-at-nnt1	3844
at-nnt1-vbz	4543
nnt1-vbz-jj	1714
vbz-jj-y	76463
jj-y-ppy	7308
ppy-vm-vbi	32639
vm-vbi-jk	12796
vbi-jk-to	27089
jk-to-vvi	79403
io-np1-ii	20931
np1-ii-mc1	1477
ii-mc1-nn1	55461
mc1-nn1-y	43900
io-np1_nn1@-ii	5020
np1_nn1@-ii-at	6647
ii-at-jj_nn1@	52719
nn1-vvd-iw	3690
appge_ppho1-mc-nn2	1251
mc-nn2-ii	62748
at-nn1-ge_vbz	10616
nn1-ge_vbz-jj	12892
ge_vbz-jj-jj	7985
np1-np1-np1	219819
at-nn1-vhd	98136
nn1-vhd-vvn	145170
vhd-vvn-at	84350
at-jj_nn1@-cc	17086
cc-vvd_vvn_jj-to	2525
vvd_vvn_jj-to-vvi	3208
to-vvi-iw	73780
vvi-iw-appge	10946
iw-appge-nn2	58429
appge-nn2-ii	183242
nn2-ii-np1_nn1	8164
nn1_jj-y-at	16464
at-nn1-vvn	52224
vvn-ii-np1	116626
vvd-ii-appge	74261
ii-appge-nn2	341165
appge-nn2-y	317672
y-cc-rt	95881
cc-rt-at	13121
rt-at-nn2	8202
ii-ppho2-cc	7198
cc-pn1-to	1250
pn1-to-vvi	36414
to-vvi-ccb	3137
at-nn1-mc	11103
nn1-mc-nnt2	13585
mc-nnt2-rrr	19033
y-appge-nn1	189025
appge-nn1-vvd	72932
nn1-vvd-rp	44851
vvd-rp-y	41497
rp-y-jj	3782
y-jj-iw	7585
jj-iw-nn1	17897
mc-m-cc	7941
m-cc-mc	14348
cc-mc-nnt2	25404
mc-nnt2-ra	36152
y-mc-jj	9130
mc-jj-nn2	106508
jj-nn2-cc	209975
cc-nn2-vbdr	15170
nn2-vbdr-vvn	112863
vbdr-vvn-ii	99440
vvn-ii-appge	135901
np1_nn1@-ii-at1	1417
at1-nn1-vvn_vvd	24428
nn1-vvn_vvd-if	12898
vvn_vvd-if-np1	1755
if-np1-y	15499
np1-y-cs_rrq	23252
y-cs_rrq-pphs2	16096
cs_rrq-pphs2-vm	4256
pphs2-vm-vvi	101693
vm-vvi-csa_ii@	1145
vvi-csa_ii@-nn2	1688
csa_ii@-nn2-if	1136
nn2-if-at	47236
if-at-nn1	254720
io-appge-nn2	179011
ra-y-at	2640
y-at-jj	215737
jj-nn1-np1	24572
nn1-np1-np1	66276
np1-y-nn1	70635
y-nn1-io	77068
at-nn1-np1	24012
np1-y-vvd_vvn	19269
y-vvd_vvn-rp	20387
vvd_vvn-rp-ii	37012
rp-ii-at1	55898
at1-nn1-io	934200
cc-vvd-to	21703
to-vvi-nn2	109526
vvi-nn2-ii	34179
nn2-ii-appge	141332
appge-nn1-to	85583
io-at-nn2	357708
nn2-ii-np1	127228
pphs1-vm-vvi	274113
vbdz-jj-nn1	13399
io-at-np1_nn1@	16747
at-np1_nn1@-nn1	28845
if-rg-at1	1569
at1-m-nn2	23722
vv0-rl-ii	5962
rl-ii-at	69096
at-nn1-nn1_vv0@	4302
nn1-nn1_vv0@-cst_dd1	2010
cst_dd1-vvz-ii	6800
vvz-ii-at	88085
ii_rl-at-nn1	5706
jj-nn1-cst_dd1	41331
cst_dd1-vbz-vvn	3923
vbz-vvn-ii	129403
ii-at-mc	41236
at-mc-nn2	76535
mc-nn2-io	50886
io-at-nn1_np1	25339
vv0-dd1-ii	1427
dd1-ii-at	7551
ii21-ii22-at	213703
ii22-at-nn1	125952
nn1-y-nn2	65963
y-nn2-vvd	4633
nn2-vvd-at1	5077
vvn-ii-at1	218101
pphs2-vvd-at	35132
appge-nn1-y	838087
nn1-y-ccb	252296
y-ccb-at	65389
ccb-at-md	2755
md-nnt1-rrq_cs	2156
rrq_cs-pphs2-vvd	1713
nn1-vhd-vbn	63719
vhd-vbn-vvn	126863
vbn-vvn-ii	133604
jj-nn1-rrq	4281
nn1-rrq-pphs2	2343
vvn-pph1-ii	8434
pph1-ii-np1	7320
dd1-ii_csa-at1	1225
ii_csa-at1-nn1	94643
at1-nn1-cst	59083
nn1-cst-pphs2	15526
cst-pphs2-vm	25707
vm-vvi-at1	113822
pph1-vbdz-rl	2434
cst-np1-vvd	11857
np1-vvd-if	8046
vvd-if-mc	1981
if-mc-nnt2	41129
mc-nnt2-ii	29972
nnt2-ii-appge	3395
nn1-ii-mc	70687
nn1-cc-nn1_vv0@	26542
cc-nn1_vv0@-nn2	8683
nn1_vv0@-nn2-y	5837
y-nn1-cc	56868
io-nn2-vvg	13435
jj-nn2-vvg	37616
vv0_nn1-y-vv0_nn1	3874
vv0_nn1-y-vv0	1850
y-vv0-rp	16377
vv0-rp-rt	2213
rp-rt-y	7767
rt-y-cc	38769
y-ppis2-vm	49652
ppis2-vm-vvi	151963
vm-vvi-jj	48364
vvi-jj-ii	11671
jj-ii-dd1	26759
cs_ii-at-jj	6169
np1-y-at	97872
at-nn1-vvn_vvd	62533
nn1-vvn_vvd-ii	139868
at-jj-nn1@	13317
jj-nn1@-io	14691
nn1@-io-np1	3056
io-np1-cc	40467
np1-cc-y	1732
cc-y-ii	29085
y-ii-mc	30560
ii-mc-y	82874
mc-y-ii	19879
ii-at-nn1_np1	34686
at-nn1_np1-y	20748
nn1_np1-y-at	3676
io-np1-vbdr	2928
np1-vbdr-vvn	5417
vbdr-vvn-to	21326
vvn-to-vvi	293621
to-vvi-np1	58934
vvi-np1-ge	14195
y-dar-csn	3635
dar-csn-mc	42862
csn-mc-m	5013
mc-m-jj	4737
jj-jj_nn1-nn2	42034
jj_nn1-nn2-vbdr	8110
nn2-vbdr-vvn_jj	6501
cs_ii-at-nn1	25582
y-nn1_vv0@-nn1	5636
mc-y-nn2	3761
vvn_vvd@-at-jj	3505
io-at-jj_nn1	96509
jj_nn1-nn1-io	141726
y-vvg-at1	46837
vvg-at1-nn1	125380
nn1-ii-vvg_jj@	3865
ii-vvg_jj@-nn2	8582
vvg_jj@-nn2-cc	4475
nn2-cc-at1	26214
cc-at1-nn1	144328
nn1-ii-nn2	96116
ii-nn2-if	6354
nn2-if-nn1	29682
if-nn1-cc	26101
nn1-cc-jj	135139
cc-jj-nn2	237187
at1-nn1-vbdz	31773
vbdz-vvn-ii	231519
at-nn1-nn1_np1	7329
nn1-nn1_np1-vvd_vvn	1409
vvd_vvn-ii-np1	6184
np1-ii-mc	19170
np1_nn1@-nn1-vbdz	1031
np1-vvd-at	78479
nn1-ii-da2	6947
ii-da2-nn2	25587
da2-nn2-ii	26630
nn2-ii-mc	24786
ii-mc-cc	24554
mc-cc-mc	70066
md-nn1-nn1	14292
nn1-vvd_vvn-ii	11969
np1-ii-npm1	5669
ii-npm1-mc	34391
nnt1-y-vvg	12867
y-vvg-ii	125616
vvg-ii-mc	6387
ii-mc-ra	19237
mc-ra-y	9005
ii-mc-ii	31820
mc-ii-at	19104
ii-at-nnt1	158711
dar-csn-mc1	7534
mc1-m-nn2	2667
m-nn2-vbdr	1477
nn2-vbdr-jj	45970
vbdr-jj-y	24045
jj-y-cc	191359
cc-at-nn	6996
at-nn-io	29402
nn-io-np1	7391
io-np1-vhd	3361
np1-vhd-vvn	93218
at-nn2-vvn_vvd	34634
vvn_vvd-ii-at1	45824
at1-nn1-vvn_vvd@	5014
nn1-vvn_vvd@-QUOTE	1574
QUOTE-nn1-np1_nn1@	1125
nn1-np1_nn1@-y	9611
np1_nn1@-y-QUOTE	3686
y-QUOTE-vvn	2314
QUOTE-vvn-ii	6511
vvn-ii-nnb	24708
ii-nnb-np1	118247
nnb-np1-np1	123122
np1-np1-np1_nn1	15618
nn1-io-QUOTE	26366
io-QUOTE-nn2	2802
np1-QUOTE-vvd	2211
QUOTE-vvd-at	81029
at-nn1-rr_jj	5403
nn1-rr_jj-ii	7360
at-md-cc	7695
md-cc-md	5097
md-y-np1	1595
y-np1-vbdz	16706
np1-vbdz-vvn	38152
vbdz-vvn-mc	1980
vvn-mc-nnt2	6913
nn1-vbdz-jj	103915
vbdz-jj-cc	41084
jj-cc-jj	409566
at-md-jj_nn1	3728
jj_nn1-jj-nn1	34525
m-io-nn2	16837
ccb-vvd_vvn-to	1635
to-vvi-mc	15680
vvi-mc-m	2686
m-jj-nn2	10016
jj-nn2-nn1	18472
ddq-vhd-vvn	22224
ii-at1-rr	20235
at1-rr-jj	59455
rr-jj-jj	9301
jj-nn1-vvd_vvn@	17360
nn1-vvd_vvn@-cc	8463
vvd_vvn@-cc-vvd_vvn	2367
jj_nn1-nn2-io	41523
at-nn2-ge	37122
nn2-ge-jj	6977
ii-at-nn2_np1	4193
vvd-at1-jj	107347
cc-ii-npm1	1897
nn2-y-iw	36386
y-iw-appge	39611
iw-appge-nn1	112991
appge-nn1-cc	267985
nn1-cc-nn2	78591
nn2-vvg-nn1	6412
vvg-nn1-ii	20447
nn2-vvg-to	4838
vvg-to-vdi	6616
to-vdi-pn1	8748
vvi-rp-ii	62594
rp-ii-appge	74338
appge-nn2-cc	131566
nn2-cc-vvi	18954
cc-vvi-nn1	8682
vvi-nn1-ii	52041
nn2-vvg-rp_ii	1349
vvg-rp_ii-jj	1153
rp_ii-jj-nn1	1051
jj_vvg-nn2-cc	3593
nn2-cc-jj_nn1	10818
cc-jj_nn1-nn1	33611
at-nn2-vbr	66652
nn2-vbr-vvg	28270
vbr-vvg-ii	17564
vv0-cs-ppis1	1213
cs-ppis1-vvd	39353
ppis1-vvd-at	55835
ppis1-vhd-vvn	57815
vvn-ii-nn1	164919
ii-nn1-iw	49765
nn1-iw-mc1	3675
iw-mc1-io	3567
mc1-io-at	129816
to-vvi-if	63693
vvi-if-nn2	3915
if-nn2-cc	11060
nn2-cc-rt	5202
cc-rt-vvg	6675
rt-vvg-rp	2352
vvg-rp-to	5335
rp-to-vvi	50716
to-vvi-rgr_dar	2003
vvi-rgr_dar-jj	4154
rgr_dar-jj-nn2	6251
ppis1-vvd-ppho1	49431
vvd-ppho1-cs_csw@	1818
ppho1-cs_csw@-pphs1	3985
cs_csw@-pphs1-vvd	4376
vvd-at-jj	108722
jj-nn2-pnqs	25478
nn2-pnqs-vvd	29691
pnqs-vvd-ii	25673
at-nnt1-io	42024
nnt1-io-mc	5252
pphs1-vvd-pphs1	33366
vvd-pphs1-vhd	14674
pphs1-vhd-vbn	57426
vhd-vbn-vvg	32111
vbn-vvg-ii	12377
ii-at-jj_nn1	183900
jj_nn1-nn1-ii	105942
nnt1-y-ccb	13202
y-ccb-pphs1	70779
ccb-pphs1-vhd	12383
pphs1-vhd-vvn	262440
at-nn2-cc	162421
nn2-cc-appge	28296
cc-appge-nn2	84162
ppis2-vbdr-vvn	8241
mc-nn2-vvn_vvd	7070
nn2-cc-at	72902
cc-at-nn1	387990
nn2-vvd-ii	19429
jj-nn2-vvd_vvn	41089
nn2-vvd_vvn-ppio2	1294
pphs2-vvd-rr	10352
vvd-rr-y	50295
rr-y-ccb	29488
y-ccb-ppis1	56454
ccb-ppis1-vm	28692
ppis1-vm-vvi	374699
vm-vvi-rp	78458
vvi-rp-at	20986
at-nn2-vhd	31616
nn2-vhd-vvn	52213
vm-vvi-rr_jj	4414
vvi-rr_jj-ii	4253
rr_jj-ii-vvg	2906
ii-vvg-pph1	11793
mc1-nn1-vvd_vvn	3927
nn1-vvd_vvn-rp	36263
vvd_vvn-rp-at1	6908
rp-at1-nn1	40366
at1-nn1-pphs1	25206
nn1-pphs1-vhd	42201
nn1-cc-vvn	25384
cc-vvn-at	12213
vvn-at-nn2	30911
dd1-vbz-ddq	22828
vbz-ddq-at	1857
ddq-at-nn1	68585
at-nn1-vm	199238
nn1-vm-vhi	60614
vm-vhi-appge	5861
vhi-appge-nn2	3170
appge-nn2-vd0	1994
iw-at-nn1	229122
to-vvi-ppio1	60316
vvi-ppio1-y	19085
ppio1-y-cc	22620
y-cc-ppis1	116603
cc-ppis1-vvd	54006
ppis1-vvd-iw	7733
vvd-iw-at1	15468
rrq_cs-ppis1-vvd	6631
ppis1-vvd-cst	19814
vvd-cst-appge	11226
cst-appge-nn2	21193
appge-nn2-vbdr	57582
vbdr-vvn_jj-cc	2868
vvg-ii_rp@-jj	11075
ii_rp@-jj-nn1	19001
vvd-at-nnt1	6218
at-nnt1-vvg	2329
nnt1-vvg-at	1981
vvg-rp-ii	68168
rp-ii-at	270077
at-nn1-rrr	3219
nn1-rrr-y	3756
vvd-at-da	6280
at-da-jj	17672
da-jj-nn1	44286
nn1-cc-at	187516
cc-at-nn2	126063
at-nn2-rr	34914
nn2-rr-vvg	4591
rr-vvg-ii	25386
ppis1-vvd-at1	34749
vvd-at1-jj_nn1	7916
jj_nn1-nn1-vvg	7003
nn1-vvg-ii21	2428
vvg-ii21-ii22	20637
ii21-ii22-at1	38379
ii22-at1-nn1	18564
at1-nn1-y	521991
y-vvg-nn2	21073
nn2-vvn_vvd-iw	13386
vvn_vvd-iw-nn2	10529
iw-nn2-io	20259
nn2-io-nn2	115283
ppis1-vv0_vvd-at	2248
at-nn-ii	12491
vvg-ii-np1	35068
QUOTE-ppis1-vvd	133926
appge-nn1-nn1	115334
at-nn1-vbz	254612
nn1-vbz-ii21	2846
vbz-ii21-ii22	9929
np1-y-cc	200139
cc-ppis1-vm	50200
vm-vvi-at	198714
vvi-at-jj	141047
ppis1-vv0-nn2	5416
nn2-y-at1	44949
nn1-vvg-rp	16294
nn2-y-nn2_vvz@	1381
cc-nn2-vvg	7964
nn2-vvg-ii_rp	2555
vvg-ii_rp-at	21619
ii_rp-at-jj	19147
at-nn1-ii31	9998
ii32-ii33-ppio1	1871
vh0-vvn-rp	9705
vvn-rp-at	5789
rp-at-jj	14301
jj-nn1-ppis1	18363
nn1-ppis1-vvd	28631
appge-nn1-ge	107549
nn1-ge-nn2	78179
nn2-md-nnt1	5060
