"PA3" "PA5" "PA2" "PA1" "PA4"
"X053_necess_modals" -0.0311120511829669 0.0110170820027925 -0.00230843325868024 0.0271715735104582 -0.0162165148266774
"X054_pred_modals" -0.0583342754938441 0.0140034590599449 -0.0248856302555549 0.00715115426478979 0.00506392303845401
"X055_public_verbs" 0.0187887457660117 0.0200247230713065 0.022215816036582 -0.0428905173089115 0.0169602853829608
"X056_private_verbs" 0.00502641248522552 0.0114399329139496 0.062660156821052 0.0138894574104329 -0.0081134913132057
"X057_suasive_verbs" -0.00980860841282213 0.0157083821677112 0.00156001058292887 -0.0140875617764316 0.012113004054394
"X058_seem_appear" -0.0114802451606252 -0.00118290759766682 0.00215843213889043 0.00527271439710417 0.00575688012981682
"X059_contractions" -0.00466447502490601 -0.0146099122423648 0.0630491673582063 -0.0363186183182303 0.00115839482899359
"X061_prep_stranding" -0.00656060988325766 0.00124642855719927 0.00564641445512571 0.00222014008040062 -0.00135597561355383
"X062_split_inf" 3.15457166249181e-05 -0.00310795757163426 0.000160808203873311 -0.00129175760694719 -0.00113593778896381
"X063_split_aux" 0.00703899133087951 0.0095970459747151 0.00427439013883553 0.00864116769728096 -0.0128218935209361
"X064_phrasal_coord" 0.00965018947128225 -0.0399041794541506 -0.0309668719556178 0.0857343046471785 -0.0460181102283649
"X065_clausal_coord" -0.0377226672053 -0.0252038548394993 -0.00928964164089395 0.144227684576116 -0.0242894987061769
"X066_synth_neg" -0.011329421805919 0.015600583018373 0.00535477927378213 0.020915849905346 -0.00748674124758618
"X067_anal_neg" -0.0239278351793759 0.029848240875082 0.0196969632041987 0.0257318545480008 -0.0250784005249553
"A01_get_pas" 0.00141079378592326 -0.00472243026821925 0.00871498787424502 -0.00643828016237472 -0.00345947693832375
"A02_gen_s" -0.000867177604941514 -0.00522331685223492 -0.00522174201466058 -0.0188114477678286 0.0225042624297541
"A03_adj_comp" -0.0113897105455925 0.00726893836264756 0.0192658493265481 -0.00947892529315001 -0.0116245187869094
"A04_adj_sup" -0.0105532754919618 -0.00696971023152519 0.000144885592510166 0.0054260919927568 -0.000272120376084769
"A05_used_to" 0.00188479202052976 -0.00442496093203792 0.00523841678339188 -0.0028511710472263 0.00128564122421052
"A06_supposed_to" 0.000683274308509685 -5.3724528096231e-05 0.00281968459225102 -0.000217340996811899 -0.00209969140317044
"A07_able_to" 0.0018623388754777 -0.000574146427490583 0.000476123511128622 -0.000923478756841405 -0.0048669725419225
"A08_about_to" 0.000586131136982968 -0.0026374546359534 -0.00224146410394851 0.000625965049522482 0.00381228773801108
"A09_keep_Ving" 0.00197092656903059 -0.00470514758945016 0.00622766392327844 -0.00368000342163159 -0.00130689000489201
"A10_going_to" 0.00123357248194266 -0.00369297567684362 0.0190551288263008 -0.0157545263073945 0.00204818603664241
"A11_have_to" 0.00533891855169948 -0.00422243422559772 0.0144553922204463 -0.014100172958963 -0.00839227434918307
"A12_have_got" -0.00139020248269037 0.00110875611956171 0.0035413139915065 -0.000102070757314554 -0.00142002396030632
"A13_need_to" 0.00462682258575912 -0.00573638657639861 0.00476389417744706 -0.00405125180783433 -0.00624491970087965
"A14_light_verbs" 0.000747239925853728 -0.000814962528600919 0.00395029619968333 -0.000751735611482994 0.0044533661698723
"A15_want_to" 0.00568737741005539 -0.00897556480789219 0.0148378400892801 -0.014455536085005 0.0105869767096761
"A16_progressive" 0.00160529787182248 -0.00822458554034087 0.00957206191974365 -0.021819199774794 -0.000417061256178318
"A17_aint" -0.00045271706319047 0.000247210402880453 0.00950708866585045 -0.002605592133199 8.70919442379009e-05
"A18_because_of" -0.000535270257480742 0.00199193318914286 0.0041476361147106 -0.0116280872549989 -0.00258786021423932
"A19_certainty_adv" -0.00427139173688931 0.00351021928129028 0.00102477993097312 0.00512516301157113 -0.00929699806535769
"A20_uncertainty_adv" -0.0030361824625054 0.00283054917144573 0.00722031169159004 0.00151822191441184 -0.0198182915585228
"A21_eval_adv" -0.00179572075809913 -0.00512342080290721 0.000138986594653718 0.0056997686978881 -0.00486785243874138
"A22_gotta" -0.000151589435759256 -0.0015364112282281 0.00918258232134934 -0.00324850378805447 0.000622015986598256
"A23_gonna" -0.000565299562730485 -0.00443880822517733 0.00876694446634987 -0.00143456668585088 0.00121567915073074
"A24_wanna" 0.00034211622314762 -0.00190695005465997 0.00648326443858601 -0.00162729155904256 3.36563674831322e-05
"QUOTE.pphs1.vvd" 0.00303245529967079 0.00295596363425481 0.0341565411779137 -0.00780444931312395 0.0287443627232943
"appge.jj.nn1" -0.00213430605531859 -0.00410543886072188 0.00203667762856858 0.0108389579355274 0.0068010496562859
"appge.nn1.ii" 0.00305153236890482 -0.00707576323460143 0.00284250538627354 0.0151529204083748 0.0152393304618323
"appge.nn1.y" -0.00569994338556174 -0.0305926613074332 0.0345336969483199 0.0791375153291475 0.0591317578092657
"appge.nn2.y" -0.00524236471576933 -0.0138671938279842 0.00379832805165528 0.0408917976599898 0.00538100257185007
"at.jj.nn1" 0.018146419140266 0.0405273594761796 -0.0228834241666803 0.00263143161783429 0.0224200364668254
"at.jj.nn2" 0.0070140009767599 0.0158676994808451 -0.0130532910165354 0.0215735482184948 -0.00243745593066906
"at.jj_nn1.nn1" -0.0227027861954834 0.0117808013968892 -0.00276114231301378 -0.00947223603092853 0.0199253524189764
"at.nn1.cc" -0.0037474494218618 0.00458148345725136 -0.00539407365115302 0.0169943596442954 0.00499493195890431
"at.nn1.ii" -0.0051647321817699 0.01537025953689 -0.00302531861421345 -0.00161140988900454 0.0165023283002755
"at.nn1.io" -0.0175126027305431 0.0361457740784221 -0.0450432169493973 0.131465682273266 -0.0351167572004071
"at.nn1.nn1" 0.00754642608404629 0.0233704717229883 0.00203951517139777 -0.0229700390944377 -0.000372378051706312
"at.nn1.vbdz" 0.000263797297381372 0.0101170324782234 -0.00795440265458262 0.00584295960983116 0.0116395231287411
"at.nn1.y" -0.010945966727994 0.00521448355508642 -0.0044832122118715 0.0425995998901252 0.038297201686661
"at.nn2.io" -0.0142347458050138 0.015048910149256 -0.0217008557959088 0.0603331380240653 0.000740446874531873
"at.nn2.y" -0.0112408070349978 0.00645049814653078 -0.0120689522931216 0.0232220650988131 0.00640266190824591
"at1.jj.nn1" 0.033295060689107 -0.00135148158482264 0.000647081170801688 -0.00762673384165431 0.0121440632597873
"at1.nn1.ii" 0.0108875213113282 -0.0011676777773426 -0.0013104574568349 -0.00606411614394667 0.0130613523086519
"at1.nn1.io" 0.00793853213193832 -0.000177742443592734 -0.00696186669873057 0.0230814649876944 -0.0047077432617971
"at1.nn1.nn1" 0.0187409652088352 -0.00464641462346617 -0.000614262514589375 -0.0160835037684871 0.00715165673508751
"at1.nn1.y" 0.00603808370723666 -0.0134911933906881 0.0135247941925492 0.0225101688551418 0.00707437427769141
"cc.at.nn1" -0.00682544756432528 0.0103017557324214 -0.00449188800175589 0.0215540263065341 0.0107812955448688
"cc.jj.nn1" 0.000941516302337915 -0.00477800459064056 -0.00508320625941433 0.025066195618737 -0.0127660346799929
"ii.appge.nn1" -0.000492507096492652 -0.0114110883305768 0.0140290885537378 0.0208923054517384 0.0352102560933963
"ii.appge.nn2" -0.00237251540987447 -0.00805250923381666 0.0071878804102564 0.0234536105956738 0.013252597251735
"ii.at.jj" 0.0090314158000801 0.0146193937034071 -0.00881401099314587 -0.00133609106725446 0.0229188318377215
"ii.at.nn1" 0.00532444120083879 0.0665572158148781 -0.0071745046823517 -0.0246765219772471 0.129374559718529
"ii.at.nn2" -0.000558922594796266 0.0157570496588894 -0.00987017114812432 0.01914853143188 0.0224355753242706
"ii.at1.jj" 0.0133564740198047 -0.00895046999670072 -0.000652622385927924 -0.00333499863706336 0.00714752918806497
"ii.at1.nn1" 0.0261239896499851 -0.00191585480286462 0.00398860830973032 -0.0112362389930101 0.0223027472377785
"ii.dd1.nn1" -9.26546442737222e-05 0.0132819803337277 0.00819818077637452 0.00674695100157871 -0.00499731021175669
"ii.jj.nn2" 0.0135583448380597 0.00446779031527826 0.00295850776319439 -0.00846863715826366 -0.0121242208440389
"ii.nn1.y" 0.00922118722379141 -0.00630702478798695 0.0044983211747294 0.0140996304295861 -0.0141042051149831
"ii.np1.y" 0.00788119922279512 -0.0146651448989607 -0.00674945875405434 -0.0116373589491474 0.00515219234203684
"io.appge.nn1" -0.00377392150583042 -0.00794484555175374 -0.00324011490718152 0.0346256118564061 0.00808471076028953
"io.at.jj" -0.000870391322208624 0.00627914333195858 -0.00467363518794802 0.00208598453088313 -0.000155146712892535
"io.at.nn1" -0.0119000139519606 0.0432023930736039 -0.0113971731953547 -0.00149003291113106 0.0360813956687984
"io.at.nn2" -0.00883511450143838 0.0091464480049492 -0.00479775698202447 0.0130142002881469 0.000786105559378508
"io.jj.nn1" 0.0153805720726901 0.00104882944702318 -0.00353873064276038 0.0134847207264095 -0.0228449594451119
"io.nn1.y" 0.0114176154703396 -0.00143622540892989 -0.007935134838145 0.0527767710020087 -0.0208229045624138
"jj.cc.jj" 0.00175106988599982 0.00244286131607325 0.00100582452529341 0.0201256615827701 0.00323233081559369
"jj.jj.nn1" -0.00743945689687375 0.00435837593868153 -0.00323331183778088 -0.0231287959541964 0.0266572485176119
"jj.nn1.cc" 0.00489206818436126 -0.00814148145130784 -0.0039078355125558 0.0135853585141201 -0.00287495915095552
"jj.nn1.ii" 0.013723586644964 -0.00701825423513297 -0.0074561536263262 -0.00280396628050914 0.00805575710808233
"jj.nn1.io" 0.0016049598822141 -0.00445591185279776 -0.0228000716716239 0.0680664668496746 -0.0108888718288086
"jj.nn1.nn1" 0.00959107794643102 0.000776172225230449 0.000945680905134314 -0.0267234600407891 0.00552177405961485
"jj.nn1.y" 0.0119436940866662 -0.0335909430609646 -0.00876920033354424 0.075113088153206 0.00897308136501184
"jj.nn2.ii" -0.00316977823776547 0.00535912295937052 -0.00627197947107058 -0.0158079509560873 0.00539420296948597
"jj.nn2.io" -0.00496819040430774 0.00287041042979982 -0.0128114261785235 0.031615507176949 -0.00742937357858478
"jj.nn2.y" -0.0211693432350549 -0.00704494095242991 -0.00893131834344324 0.0154138561561317 -0.00949307285299013
"jj.to.vvi" -0.002442250291957 -0.000547341101144997 -0.00294797681331463 0.00785705366537782 -0.00492998558444981
"nn1.cc.nn1" 0.0125248533014944 -0.000386138805171966 -0.000204600051265605 0.0210167073622174 -0.00720593031070919
"nn1.ge.nn1" 0.00931681007953282 0.00216714187851582 -0.00131772380777954 -0.00239145836913539 0.00700839131796471
"nn1.ii.appge" -0.00348775711184574 -0.00689944824097639 0.0105282841226501 0.0208974946545434 0.0259873264816472
"nn1.ii.at" -0.00119524030220387 0.0166621442434027 -0.00975289959523569 -0.000418663004321353 0.0292588139472534
"nn1.ii.at1" 0.0115426531739092 -0.00158355626972988 0.00038495189424157 -0.000687927114305208 0.015083702793951
"nn1.ii.nn1" 0.00608622192135089 0.00283678710924097 0.00546851053613247 -0.000390203267755657 -0.00839784543628434
"nn1.ii.np1" 0.0220402933567219 -0.0102018369179226 -0.0080711281105101 -0.0186871492639838 0.0282349208983972
"nn1.io.appge" -0.00406992459992558 -0.0145465134722454 0.00535797405157717 0.0416273787825586 0.0133721601394653
"nn1.io.at" -0.0263828147991729 0.054340686663986 -0.0366817898760151 0.0223327928043673 0.0375041961496896
"nn1.io.at1" 0.00457836312004342 -0.00259824501362334 0.00174164083651055 -0.003011298905374 0.00923639550677286
"nn1.io.jj" 0.0162539327756348 -0.00342439289817291 -0.000537813257884448 0.00339367774103669 -0.0132384961296626
"nn1.io.nn1" 0.0105327851976241 -0.00415672799853029 0.0138565200754609 0.0189492218818933 -0.0270622736318787
"nn1.io.nn2" 0.000148873711906188 0.00154477890836865 0.00314252018080956 -0.00111826263314639 -0.0104129348069122
"nn1.io.np1" 0.00856839657652736 -0.013220959837451 -0.00330572959460668 -0.011443981219354 0.0153667536389761
"nn1.nn1.y" 0.012342896182329 0.00216092425570134 0.00163438023302845 -0.0285726239812943 0.00895526747768729
"nn1.to.vvi" -0.00503537517572598 -0.00872101885156746 -0.0295551364647674 0.00291570231729195 0.0177773598135693
"nn1.vm.vvi" 0.00181409569746546 0.0126528579895603 -0.0115438316221632 0.00156533113274491 -0.00926292526113464
"nn1.y.QUOTE" -0.00658270529061372 -0.00336743172076279 0.0176382357208269 -0.0286663801262301 0.0439873355504216
"nn1.y.at" 0.00588793718916267 0.0110880383326442 -0.0168821544507285 0.0131053142908814 0.0136087411672137
"nn1.y.cc" -0.00289263354907653 -0.00301133129173829 0.00596868788909322 0.0541508322376026 0.00644513002975287
"nn1.y.ii" 0.00933388878147786 -0.012426530031007 -0.0104707794187612 0.019360967202355 0.00606040487856126
"nn2.cc.nn2" -0.00049975845278027 -0.00331173080825829 -0.00428184927033415 0.0084677682728728 -0.00346515119844814
"nn2.ii.at" -0.00153326912912276 0.00158818008115924 -0.00757607507770196 -0.00702591978675634 -0.00716616514234778
"nn2.io.at" -0.0215536949064263 0.0275827508696321 -0.0282334326377129 0.0370114070242447 0.00703453512042968
"nn2.io.nn1" 0.00347477684999737 -0.00500061475661011 -0.00420768129533576 0.0346834473103052 -0.0242603450898132
"nn2.y.cc" -1.31668502015081e-05 -0.00544214860804291 -0.000189543942257107 0.0283284455799911 -0.00715112392436704
"np1.ge.nn1" 0.0159873276046574 -0.0081458026101186 -0.00564241104656712 -0.00263092424812988 0.00702944048606459
"np1.np1.y" -0.0255036113905651 0.0100986998221757 0.00492780676368036 0.0371281309356847 -0.013028772223914
"ppis1.vm.vvi" -0.00793657233655452 -0.00975263828703259 0.0176575144287827 0.0109248550949444 0.0151992890099576
"to.vvi.appge" -0.00342303533913684 -0.0109413517343806 -0.000859982339658894 0.00892122379322972 0.00911233200202763
"to.vvi.at" -0.010186064805744 0.0170204681928855 -0.0219370361745512 -0.00864962667677962 0.0190571635621277
"to.vvi.ii" -0.00119644871790251 -0.00639329078367178 -0.00165729848040931 0.000624410459764626 0.00665303504662083
"vd0.xx.vvi" -0.00507225004851345 -0.0111038647100571 0.0168782604944698 0.00388014320332069 0.00635435858557748
"vm.vbi.vvn" -0.0149950351927319 0.0503721349571111 0.0229259269250708 -0.0227710951443935 -0.0176742221517511
"vm.xx.vvi" -0.00341428499627982 0.00404231051329201 0.0127587063799787 0.00304518602035465 -0.000575603178785288
"vvd.at.nn1" -0.000560866738789065 0.0089552238190725 -0.00501980873648282 -0.00768380392550513 0.0399938889421202
"vvd.ii.at" 0.00280557405960907 -0.00584550610015113 0.000527635839739895 0.00682558750865119 0.0220817140722937
"vvd.to.vvi" 0.00459351174564067 -0.0153021766474747 -0.00951148731185192 0.00718688671856748 0.0138884291094657
"vvi.appge.nn1" 0.00487554584047539 0.00371816990890522 0.0063457300747952 0.00261928518121855 0.00594611019061544
"vvi.at.nn1" 0.00341531691705844 0.0370300867333988 -0.00243256058284697 -0.0179467244105928 0.0106741432891225
"vvn.ii.at" -0.00681332568611727 0.0277679630566995 -0.0220341144233862 0.00370161296296767 0.0202249757182852
"vvn.to.vvi" -0.00255759387407841 0.00086700440347834 -0.0180039606548188 0.00424225137264807 0.0106307020050619
"y.QUOTE.pphs1" -0.000337512793234069 0.00617139517193207 0.014407358726354 -0.0403325591334502 0.0541714839071308
"y.QUOTE.vvd" 0.00667515230922131 0.00459629292009528 0.00729205445372173 -0.00882873207844391 0.00691745211744355
"y.at.nn1" 0.00548463108188534 0.0182018739626857 -0.0161822220129499 -0.00556845946024364 0.0304583217839328
"y.cc.at" -0.00422580851891421 0.00406343208840688 -0.00365019425454561 0.0327382776454453 0.00374648285196546
"y.ii.at" -1.19687957087428e-06 -0.0133700053144724 -0.00967934241466161 0.0262435091368777 -0.0035708832239908
"y.pphs1.vvd" 0.0105014633361694 0.0109108274386434 0.0059499912188335 -0.0182343533108773 0.0141103448265777
"y.rr.y" 0.0037313108870451 0.00508669457306008 0.00839880664378806 0.00554375753414864 -0.0163282610445156
